0,0
1,0
2,0
3,0
4,0
5,1
6,0
7,1
8,1
9,0
10,0
11,0
12,0
13,0
14,1
15,0
16,1
17,1
18,0
19,0
20,0
21,1
22,1
23,0
24,1
25,1
26,1
27,1
28,0
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,0
37,1
38,1
39,0
40,1
41,0
42,0
43,1
44,1
45,1
46,0
47,1
48,1
49,1
50,1
51,1
52,1
53,0
54,0
55,1
56,0
57,1
58,1
59,0
60,0
61,0
62,1
63,0
64,1
65,1
66,0
67,1
68,1
69,0
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,0
80,0
81,1
82,1
83,1
84,1
85,0
86,1
87,0
88,1
89,0
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,0
98,1
99,1
100,1
101,0
102,0
103,0
104,1
105,1
106,0
107,1
108,0
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,0
122,1
123,1
124,0
125,1
126,0
127,0
128,1
129,1
130,0
131,0
132,1
133,1
134,1
135,1
136,1
137,1
138,0
139,0
140,1
141,0
142,1
143,1
144,0
145,0
146,1
147,1
148,1
149,1
150,0
151,0
152,0
153,1
154,1
155,0
156,0
157,0
158,1
159,1
160,1
161,1
162,0
163,1
164,1
165,1
166,0
167,0
168,1
169,1
170,0
171,0
172,1
173,1
174,1
175,1
176,1
177,0
178,0
179,1
180,1
181,1
182,1
183,0
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,0
193,0
194,0
195,0
196,1
197,1
198,1
199,1
200,1
201,1
202,0
203,0
204,1
205,0
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,0
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,0
229,1
230,1
231,1
232,1
233,1
234,0
235,1
236,1
237,1
238,1
239,0
240,1
241,1
242,1
243,1
244,1
245,1
246,0
247,0
248,1
249,1
250,1
251,1
252,1
253,1
254,0
255,1
256,0
257,1
258,0
259,0
260,0
261,0
262,0
263,0
264,1
265,0
266,1
267,1
268,0
269,0
270,1
271,1
272,1
273,1
274,1
275,0
276,1
277,0
278,1
279,1
280,0
281,0
282,0
283,0
284,1
285,1
286,0
287,1
288,1
289,0
290,1
291,1
292,1
293,0
294,0
295,1
296,1
297,1
298,0
299,0
300,0
301,0
302,0
303,0
304,1
305,1
306,0
307,1
308,0
309,1
310,1
311,0
312,0
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,0
322,1
323,1
324,0
325,0
326,0
327,1
328,1
329,1
330,1
331,1
332,0
333,1
334,0
335,0
336,1
337,1
338,1
339,1
340,0
341,1
342,1
343,1
344,1
345,1
346,0
347,0
348,1
349,1
350,0
351,0
352,0
353,1
354,1
355,0
356,0
357,0
358,1
359,1
360,1
361,1
362,0
363,0
364,1
365,1
366,1
367,1
368,1
369,0
370,1
371,1
372,1
373,1
374,1
375,0
376,1
377,1
378,0
379,1
380,0
381,0
382,0
383,0
384,1
385,1
386,0
387,1
388,1
389,0
390,0
391,1
392,1
393,1
394,1
395,0
396,1
397,0
398,0
399,0
400,0
401,1
402,0
403,1
404,1
405,1
406,1
407,0
408,1
409,1
410,0
411,0
412,1
413,0
414,1
415,1
416,0
417,0
418,1
419,0
420,1
421,0
422,1
423,0
424,0
425,1
426,1
427,1
428,1
429,0
430,1
431,0
432,0
433,1
434,1
435,0
436,1
437,0
438,1
439,0
440,0
441,0
442,1
443,1
444,1
445,0
446,0
447,0
448,0
449,1
450,0
451,0
452,1
453,0
454,0
455,1
456,1
457,1
458,1
459,0
460,0
461,1
462,1
463,0
464,0
465,1
466,1
467,0
468,0
469,1
470,1
471,0
472,0
473,0
474,0
475,1
476,1
477,0
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,0
488,1
489,0
490,0
491,1
492,0
493,0
494,0
495,0
496,1
497,0
498,1
499,1
500,0
501,1
502,1
503,1
504,0
505,0
506,1
507,0
508,0
509,0
510,1
511,1
512,1
513,1
514,0
515,0
516,0
517,1
518,1
519,1
520,0
521,0
522,1
523,0
524,1
525,0
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
