,full_id,y
0,5acb6b2c804e3e2d1bfc2150,0
1,5acb69d7eb12d52c2b4325b0,1
2,5acb797fc69aa3744144784e,0
3,5acb0f4131da0d1342c24056,0
4,5acb19159208c4123e2ad277,0
5,5acb7cf7716a157542c1768a,0
6,5acb762c8d127e2c1734a79e,1
7,5acb36b08e44ce76b4c73dd4,0
8,5acab73e37128651ab5471a7,0
9,5acaf8b816d02629f2f24992,1
10,5acb2caeab60b51f308c8d07,0
11,5acb5d4a9d29737447a638f9,0
12,5acb18c18e44ce76b4c0bc85,0
13,5ac064071b2f32648b0b555c,0
14,5acb5500da650d429ed2a170,0
15,5acb0bcf9208c4123e27eeb5,0
16,5aca456fa4332c0caebde76f,0
17,5acac400e5de0f7317768c12,0
18,5acb454af5918a1fbc399381,1
19,5acb0c248e44ce76b4bde542,0
20,5acac0b2a43fdf509ef7f76d,0
21,5aca41c239012e519e82d8c7,0
22,5aca3ed9004f01720e493411,1
23,5acb8055a3c66e42a95acf77,0
24,5aca4668a810480be75492a2,0
25,5acaa91d6a479b730a1b94ac,1
26,5acb067576ff47207400cfb9,1
27,5acabff5da96f871fd33faed,0
28,5acb0f811d5446769e9ce618,0
29,5acb22c64ec1e41381eb32ac,0
30,5acb812cc69aa37441468deb,1
31,5acb59169d29737447a54ead,0
32,5acaeebcc790436cd2de8757,1
33,5aca9ef0943c6151b0aaf401,0
34,5acb60baca0c0174cbb98edb,0
35,5acb6729c9418c2d477fd240,1
36,5acaece827be6e50996ba011,0
37,5aca584c6a479b730a1843b0,1
38,5aca4fff37128651ab4e0016,1
39,5aca45ec93be8f0b5e56eb61,0
40,5acac96e93be8f0b5e626d86,0
41,5acb4ecac69aa374413af56e,0
42,5acb5d8923ff362d278a31b1,1
43,5acb4d562d70e87526924889,0
44,5acad9aa27be6e509967686c,1
45,5acb594d3f612b43b5ac1632,1
46,5acb73fd8d127e2c17342a71,1
47,5acb6c4d23ff362d278d4663,0
48,5aca6fa4774d5e50a9575375,1
49,5acb0a5e31da0d1342c13a82,0
50,5acb6d6e8d127e2c17329709,1
51,5acb7df6246806441d8ee3c6,0
52,5acadff83ec7fe720897fef5,0
53,5acb222be8947613571d6f20,0
54,5acb6ded69f6b7757b2642bf,0
55,5930f7e2b5e5c53d366d65f1,0
56,5aca6182004f01720e4bceff,0
57,5acb22ab96772712452ae5d6,0
58,5acb085dfba18475590f782b,0
59,5acb5b11c69aa374413d6a85,0
60,5acb7d720db4c92d3a53b70a,0
61,5acb52493f612b43b5aab89f,1
62,5acaef541b85d06b910fa396,1
63,5acb3a64c888241f3566e816,0
64,5acb0a77bfea851232eae44e,1
65,5acb6bbf69f6b7757b25c7a9,0
66,5acb5c3053ba5874c55978be,0
67,5acb444c07c1021351698be7,0
68,5acb8400c9418c2d4786e455,0
69,5acb31b096772712452e3f83,0
70,5acae98ba4332c0caed0b189,0
71,5acb6b929d29737447a93847,1
72,5acaf8953211da2a1e30606e,0
73,5acb4f993f612b43b5aa3141,1
74,5aca44b1153014720212d3e6,1
75,5acad7757fd4090c59ba3a70,1
76,5acb493f53ba5874c555cab5,1
77,5acb8ca253ba5874c565374b,0
78,5acb43f907c10213516976cd,0
79,5acb68fbc9418c2d47803fe9,1
80,5aca801da4332c0caebfe172,0
81,5aca66a093be8f0b5e589cfb,0
82,5acb55e4c9418c2d477c3071,0
83,5acb0773932bac1236223e2a,0
84,5acb7ce43f612b43b5b42c59,0
85,5aca4440bcacca7352613703,1
86,5acb058c8e44ce76b4bc7175,1
87,5aca5b37a810480be755e3a0,0
88,5aca4906b987520be8055e83,0
89,5acb2f58ab60b51f308d1e7b,1
90,5acac09ae5de0f731775af2a,0
91,5acac3c0004f01720e546533,1
92,5acb2b6976ff472074090039,1
93,5acab0f893be8f0b5e5d2ea4,0
94,5acb7f4eda650d429edc6530,0
95,5acb2551e8947613571e1651,0
96,5acb5556c9418c2d477c13ac,0
97,5acb6c989d29737447a97399,0
98,5acb58a03f612b43b5abf703,1
99,5acb429eab60b51f3091295f,1
100,5acb68cc246806441d899539,1
101,5acaffa616d02629f2f3b334,0
102,5aca3f996a892f0ca8f972dc,1
103,5acb4998716a157542b612d3,1
104,5acac0bda810480be75dd338,0
105,5acaea5615aab450970ea8b0,0
106,5acb18499650c27553075b69,0
107,5acb67d623ff362d278c392e,0
108,5acb88cc69f6b7757b2d0ead,0
109,5aca3fabbcacca7352609624,1
110,5aca52b3b987520be8061f99,0
111,5acb725653ba5874c55e629a,1
112,5acb08918e44ce76b4bd177e,0
113,5aca914ba43fdf509ef0f0b7,0
114,5aca786d27be6e50995a864a,1
115,5acb7785b9340443ff447d9e,0
116,5acaff4a1e9d3b242f5ff5ff,0
117,5acb7fe17357f542af31b1ec,0
118,5acb487c8d127e2c172ab857,0
119,5acb66ed0db4c92d3a4e4285,1
120,5acaa0e7a4332c0caec16f4d,0
121,5acb6c4c246806441d8a6d57,0
122,5acb62e13f612b43b5adfdc8,1
123,5acb5940da650d429ed381d9,0
124,5acaacbf6b87040b634b42ed,0
125,5acb8103b9340443ff470e44,1
126,5acb4c83aaf1682c1fa40cee,1
127,5acb6a0c804e3e2d1bfbdafd,0
128,5acb7a93a7189f43c616c1a9,0
129,5acb11ba1f636f2079947377,0
130,5aca810f6a479b730a18f9fa,0
131,5acb364c4ec1e41381ef4afc,0
132,5acb87ae8800ef42a35422a7,0
133,5acb63a153ba5874c55ae494,0
134,5acb1a748e44ce76b4c118cf,1
135,5acb11724d42b7754d925dea,0
136,5acb62293f612b43b5add883,1
137,5acb45769208c4123e343faf,0
138,5acb2c1331da0d1342c8a905,0
139,5acb5091da650d429ed1bbad,0
140,5acb09b19650c27553042737,0
141,5acb6777a3c66e42a954acdf,0
142,5acade2393be8f0b5e672fa4,1
143,5acb5d3fc9418c2d477db33b,0
144,5acb0a5aab60b51f3084cceb,0
145,5acb0021e3617b2914a0cf5e,0
146,5acb41b0e894761357240912,0
147,5acb665c8800ef42a34bd0d0,0
148,5acb17edf0dd877661ecea76,1
149,5acb88f53f612b43b5b7506c,0
150,5acb0f24a8d92e1fb69692c7,0
151,5acb6b2b246806441d8a1c82,0
152,5acb3561f5918a1fbc36864c,0
153,5acb86ad8d127e2c1738f69f,0
154,5acb6ae0c9418c2d47809e83,0
155,5acb77a2aaf1682c1fad88b9,1
156,5acab57795a5090c5830b5f4,1
157,5acb4d2fc55e0075966d5fcf,0
158,5acaeb59a4332c0caed1144b,0
159,5acb0557e8947613571728b4,0
160,5aca9410774d5e50a957ec2f,0
161,5acaefadce3a296c77d56c50,0
162,5acb60c73f612b43b5ad9229,0
163,5acb60dc8d127e2c172fa017,0
164,5acb57bfc69aa374413ccaed,0
165,5acb2157bfea851232efd0e9,0
166,5acb690f9d29737447a8aa59,1
167,5acafeb65a5cb12423aca1ce,0
168,5acaf26d37ee38256a1860a4,0
169,5acb7e4f69f6b7757b2a5bab,0
170,5acb07f21f636f2079923d51,0
171,5acb451ea8d92e1fb6a2366f,0
172,59e0a6770e5665608bc1e436,0
173,5acb796169f6b7757b28ffaa,0
174,5acb245446c2177669a457ca,0
175,5acb6889da650d429ed6ca12,1
176,5acb288bfba1847559167269,0
177,5acb6521da650d429ed60c9a,0
178,5acb6edbc55e007596745718,0
179,5acb1de5932bac1236274b96,1
180,5acb5f0a2d70e8752695f2c8,0
181,5acb2c0c4d42b7754d982610,0
182,5acb8d642d70e87526a1167b,0
183,5acb07cbc888241f355be325,0
184,5aca46b1da96f871fd2ad874,1
185,5acb30044ec1e41381ee08c3,0
186,5acb67ce804e3e2d1bfb5e46,0
187,5acae40a15aab450970d5f75,0
188,5acb289cab60b51f308ba7c9,0
189,5acb0327a8d92e1fb693f00e,0
190,5acb6e62b9340443ff423765,0
191,5acb369ebfea851232f4397e,0
192,5acb7144c55e00759674edaa,0
193,5ac3265cd3842f2ee95fa31e,0
194,5acb2e9431da0d1342c933da,0
195,5acb4789246806441d82e38d,0
196,5acb88aa8d127e2c17396f5d,1
197,5aca7710004f01720e4c2e8b,0
198,5acae65ca810480be7664085,0
199,5acb21124932a37548bf8fed,0
200,5acb7e817357f542af31534f,0
201,5acb764e23ff362d278fc71d,1
202,5acb3ad900922f202cb062d4,0
203,5aca794ca43fdf509ef091a2,0
204,5acafdbac790436cd2e1e119,0
205,5acb8d6f23ff362d27954b01,0
206,5acac89515aab45097072865,0
207,5acb1d39967727124529b1d0,0
208,5acb7509716a157542bf7332,1
209,5acb6a6bab9eab2c2498084e,0
210,5acb018c5a5cb12423ad458a,0
211,5acac7a7da96f871fd35b448,0
212,5acb85a2a3c66e42a95c2ff8,0
213,5acb4c603f612b43b5a99bea,0
214,5a9e674e37b48b70003e1bf7,1
215,5acb49c4eb12d52c2b3c9b87,0
216,5acb791b9d29737447ac89f0,1
217,5acaed65a810480be767bb74,0
218,5acb0c549650c2755304a6e3,0
219,5acb589e3f612b43b5abf6e1,0
220,5acb0ac08e44ce76b4bd9cee,1
221,5aca60b57fd4090c59ad4909,1
222,5acb76a60db4c92d3a51fc8d,1
223,5acb7aff804e3e2d1b000611,0
224,5aca43adbcacca7352612807,1
225,5aca104037128651ab41382f,0
226,5acac70d774d5e50a9604669,1
227,5acb08984932a37548ba10e8,0
228,5acb7de1a3c66e42a95a2110,0
229,5acb27b44ec1e41381ec4343,1
230,5acb38ed07c102135167411e,1
231,5acb752b2d70e875269af753,0
232,5acb5b8e23ff362d2789ccbe,1
233,5acb1f3300922f202caa68ea,0
234,5acb49bb9d29737447a24f49,0
235,5acac07d27be6e509961da8b,0
236,5acaf5541b85d06b9110feff,0
237,5acb431900922f202cb229e5,0
238,5acac8826a892f0ca805940f,0
239,5acb62ecb9340443ff3f9e59,0
240,5acb85102d70e875269f2379,1
241,5acb5967da650d429ed386bb,0
242,5acb892f9d29737447b0c036,1
243,5acac2a26a479b730a20b7b3,0
244,5acaf95f1e9d3b242f5ec7c0,0
245,5acb4ae653ba5874c556207f,1
246,5aca47cfccbd42733a3c6fbb,1
247,5acb6c99a7189f43c613466d,0
248,5acb3373932bac12362c08b2,1
249,5acb446ba8d92e1fb6a21364,1
250,5acafd9e1b85d06b9112c888,0
251,5acb677b0db4c92d3a4e5bf6,0
252,5acb3c22f0dd877661f4ad06,0
253,5acafcb603b2516c106fdc30,0
254,5aca91d56b87040b634852f7,0
255,5acb4840716a157542b5cadb,1
256,5acb71138d127e2c173372a8,0
257,5acb8270804e3e2d1b01fb26,0
258,5acb3bfea8d92e1fb6a04ce8,0
259,5acaf18ac790436cd2df41f5,0
260,5acaf139e3617b29149da0f0,0
261,5acaf0315a5cb12423a98592,0
262,5acae4bd37128651ab5e9b26,0
263,5aca63a5a4332c0caebf8234,0
264,5acb8c837357f542af34a22d,0
265,5acb83730db4c92d3a555e38,0
266,5acb28c0e8947613571ecdc9,0
267,5acb83c369f6b7757b2bc84c,0
268,5acb533beb12d52c2b3e6df5,0
269,5acaf5d13211da2a1e2fd7ff,1
270,5acaeba7a4332c0caed12387,0
271,5aca42a3e5de0f73176c0f85,1
272,5acb6b2369f6b7757b259ad2,1
273,5acaf67cbf73e32a10c36546,0
274,5acae00837128651ab5d9d97,0
275,5acab2394f41ab5199731530,0
276,5acb2c2ff0dd877661f1604e,0
277,5acb496ca3c66e42a94e641a,0
278,5acb6030b9340443ff3f1323,0
279,5acb26ef932bac12362951db,1
280,5aca4bd9bcacca7352620631,0
281,5acb470ea3c66e42a94de5d6,0
282,5acac79795a5090c5834b4af,0
283,5acb496fc9418c2d4779cf5d,0
284,5acb01928c1c116b8b2a9c0c,0
285,5acb695753ba5874c55c2a51,0
286,5aca7c48a4332c0caebfd49d,0
287,5acb772453ba5874c55fb160,0
288,5acac73b95a5090c58349d05,0
289,5acabe24bcacca73526a4a17,0
