0,1
1,1
2,1
3,1
4,1
5,0
6,1
7,0
8,0
9,1
10,1
11,1
12,1
13,1
14,0
15,1
16,0
17,0
18,1
19,1
20,1
21,0
22,0
23,1
24,0
25,0
26,0
27,0
28,1
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,1
37,0
38,0
39,1
40,0
41,1
42,1
43,0
44,0
45,0
46,1
47,0
48,0
49,0
50,0
51,0
52,0
53,1
54,1
55,0
56,1
57,0
58,0
59,1
60,1
61,1
62,0
63,1
64,0
65,0
66,1
67,0
68,0
69,1
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,1
80,1
81,0
82,0
83,0
84,0
85,1
86,0
87,1
88,0
89,1
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,1
98,0
99,0
100,0
101,1
102,1
103,1
104,0
105,0
106,1
107,0
108,1
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,1
122,0
123,0
124,1
125,0
126,1
127,1
128,0
129,0
130,1
131,1
132,0
133,0
134,0
135,0
136,0
137,0
138,1
139,1
140,0
141,1
142,0
143,0
144,1
145,1
146,0
147,0
148,0
149,0
150,1
151,1
152,1
153,0
154,0
155,1
156,1
157,1
158,0
159,0
160,0
161,0
162,1
163,0
164,0
165,0
166,1
167,1
168,0
169,0
170,1
171,1
172,0
173,0
174,0
175,0
176,0
177,1
178,1
179,0
180,0
181,0
182,0
183,1
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,1
193,1
194,1
195,1
196,0
197,0
198,0
199,0
200,0
201,0
202,1
203,1
204,0
205,1
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,1
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,1
229,0
230,0
231,0
232,0
233,0
234,1
235,0
236,0
237,0
238,0
239,1
240,0
241,0
242,0
243,0
244,0
245,0
246,1
247,1
248,0
249,0
250,0
251,0
252,0
253,0
254,1
255,0
256,1
257,0
258,1
259,1
260,1
261,1
262,1
263,1
264,0
265,1
266,0
267,0
268,1
269,1
270,0
271,0
272,0
273,0
274,0
275,1
276,0
277,1
278,0
279,0
280,1
281,1
282,1
283,1
284,0
285,0
286,1
287,0
288,0
289,1
290,0
291,0
292,0
293,1
294,1
295,0
296,0
297,0
298,1
299,1
300,1
301,1
302,1
303,1
304,0
305,0
306,1
307,0
308,1
309,0
310,0
311,1
312,1
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,1
322,0
323,0
324,1
325,1
326,1
327,0
328,0
329,0
330,0
331,0
332,1
333,0
334,1
335,1
336,0
337,0
338,0
339,0
340,1
341,0
342,0
343,0
344,0
345,0
346,1
347,1
348,0
349,0
350,1
351,1
352,1
353,0
354,0
355,1
356,1
357,1
358,0
359,0
360,0
361,0
362,1
363,1
364,0
365,0
366,0
367,0
368,0
369,1
370,0
371,0
372,0
373,0
374,0
375,1
376,0
377,0
378,1
379,0
380,1
381,1
382,1
383,1
384,0
385,0
386,1
387,0
388,0
389,1
390,1
391,0
392,0
393,0
394,0
395,1
396,0
397,1
398,1
399,1
400,1
401,0
402,1
403,0
404,0
405,0
406,0
407,1
408,0
409,0
410,1
411,1
412,0
413,1
414,0
415,0
416,1
417,1
418,0
419,1
420,0
421,1
422,0
423,1
424,1
425,0
426,0
427,0
428,0
429,1
430,0
431,1
432,1
433,0
434,0
435,1
436,0
437,1
438,0
439,1
440,1
441,1
442,0
443,0
444,0
445,1
446,1
447,1
448,1
449,0
450,1
451,1
452,0
453,1
454,1
455,0
456,0
457,0
458,0
459,1
460,1
461,0
462,0
463,1
464,1
465,0
466,0
467,1
468,1
469,0
470,0
471,1
472,1
473,1
474,1
475,0
476,0
477,1
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,1
488,0
489,1
490,1
491,0
492,1
493,1
494,1
495,1
496,0
497,1
498,0
499,0
500,1
501,0
502,0
503,0
504,1
505,1
506,0
507,1
508,1
509,1
510,0
511,0
512,0
513,0
514,1
515,1
516,1
517,0
518,0
519,0
520,1
521,1
522,0
523,1
524,0
525,1
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,1
537,0
538,1
539,0
540,0
541,0
542,0
543,1
544,0
545,0
546,0
547,0
548,0
549,0
550,1
551,0
552,1
553,1
554,0
555,0
556,0
557,1
558,0
559,0
560,0
561,1
562,0
563,1
564,1
565,0
566,0
567,1
568,0
569,0
570,1
571,0
572,0
573,1
574,0
575,0
576,0
577,1
578,0
579,0
580,0
581,1
582,0
583,0
584,0
585,0
586,0
587,0
588,1
589,0
590,0
591,0
592,0
593,0
594,1
595,0
596,0
597,0
598,0
599,0
600,1
601,0
602,0
603,0
604,0
605,0
606,1
607,0
608,1
609,1
610,0
611,0
612,0
613,0
614,0
615,1
616,1
617,0
618,0
619,0
620,1
621,1
622,1
623,0
624,0
625,0
626,1
627,0
628,0
629,1
630,0
631,1
632,0
633,1
634,0
635,0
636,1
637,0
638,0
639,0
640,0
641,1
642,0
643,1
644,0
645,1
646,1
647,0
648,0
649,0
650,1
651,1
652,1
653,0
654,0
655,1
656,0
657,0
658,0
659,1
660,0
661,0
662,1
663,0
664,1
665,0
666,0
667,0
668,1
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,1
677,0
678,1
679,1
680,1
681,1
682,1
683,0
684,0
685,0
686,0
687,1
688,0
689,1
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,1
701,0
702,0
703,0
704,0
705,1
706,1
707,1
708,1
709,0
710,1
711,0
712,0
713,0
714,0
715,1
716,0
717,0
718,1
719,0
720,0
721,1
722,0
723,0
724,0
725,0
726,1
727,0
728,0
729,0
730,0
731,0
732,0
733,1
734,0
735,1
736,0
737,0
738,1
739,1
740,0
741,1
742,0
743,1
744,0
745,0
746,0
747,0
748,1
749,0
750,0
751,0
752,0
753,0
754,0
755,1
756,1
757,0
758,0
759,0
760,1
761,0
762,1
763,1
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,1
773,1
774,1
775,0
776,1
777,0
778,0
779,0
780,1
781,1
782,0
783,0
784,0
785,0
786,1
787,0
788,1
789,0
790,0
791,1
792,1
793,1
794,0
795,1
796,1
797,0
798,1
799,0
800,0
801,1
802,1
803,1
804,1
805,0
806,0
807,0
808,0
809,1
810,1
811,1
812,0
813,0
